,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
21824,3 Series,2012,Europe,Grey,Diesel,Automatic,3.6,191811,49975,3955,Low
15724,X1,2010,North America,Silver,Petrol,Manual,4.7,148375,47226,8464,High
2004,M5,2024,North America,Red,Electric,Automatic,3.4,77196,110736,5858,Low
6056,i8,2018,Africa,Grey,Electric,Manual,2.4,174417,30722,8191,High
22292,X5,2020,Middle East,Red,Electric,Automatic,1.9,137935,52567,2140,Low
3136,M5,2016,Europe,Silver,Hybrid,Manual,3.3,184512,118129,5591,Low
21728,X5,2023,Europe,Black,Hybrid,Manual,2.3,165414,54246,7425,High
13097,M5,2022,North America,Blue,Diesel,Automatic,3.3,42651,86128,8009,High
34427,i3,2016,Middle East,Blue,Hybrid,Automatic,2.6,113156,70024,9031,High
44343,M3,2021,North America,Grey,Electric,Automatic,4.4,11889,64738,9794,High
49721,X6,2024,Middle East,Silver,Electric,Automatic,3.7,61013,106019,7638,High
44726,5 Series,2020,North America,White,Electric,Automatic,3.1,4909,89507,4561,Low
4315,X1,2012,Europe,Blue,Hybrid,Manual,1.8,61292,106740,2593,Low
11433,7 Series,2012,South America,Silver,Hybrid,Manual,4.1,130490,38086,8126,High
33238,i8,2014,Middle East,Blue,Hybrid,Automatic,4.4,192344,78691,8005,High
47412,M3,2017,South America,Blue,Electric,Manual,2.6,177403,85108,7336,High
29366,X1,2015,Africa,Silver,Electric,Automatic,3.2,90707,37370,3738,Low
31023,i8,2012,North America,White,Electric,Manual,4.4,92093,52560,4407,Low
17621,X6,2019,Asia,Grey,Petrol,Automatic,3.3,117313,99017,7891,High
13352,7 Series,2012,Europe,Silver,Petrol,Manual,3.8,10609,39138,7439,High
25260,3 Series,2020,Europe,Blue,Petrol,Manual,2.9,127381,90493,6055,Low
4805,X1,2023,Middle East,Grey,Diesel,Manual,4.3,130851,100839,4492,Low
45636,7 Series,2012,Asia,Black,Hybrid,Automatic,3.2,110782,110847,9946,High
29468,i3,2010,Middle East,White,Electric,Automatic,1.6,116971,76845,4850,Low
30896,X5,2021,Africa,Red,Petrol,Automatic,3.7,11138,34158,959,Low
22883,M3,2019,North America,Red,Diesel,Manual,3.4,165851,50769,5447,Low
42328,5 Series,2019,Europe,Silver,Petrol,Manual,3.7,183089,73566,5165,Low
28814,i3,2010,South America,Silver,Electric,Automatic,2.9,121089,102529,7735,High
34796,X1,2022,South America,Red,Hybrid,Manual,4.9,26097,117825,2138,Low
48680,i3,2015,Europe,Red,Diesel,Manual,4.4,115140,31307,1646,Low
16522,i8,2011,South America,White,Electric,Automatic,1.7,134400,96628,2581,Low
34410,M5,2013,Middle East,Silver,Hybrid,Automatic,3.0,17150,36845,4235,Low
30293,i8,2022,Europe,Grey,Electric,Manual,2.1,32133,99082,8896,High
16861,X3,2012,Europe,Black,Diesel,Automatic,3.0,98137,103304,6915,Low
37199,M3,2017,Middle East,Red,Electric,Automatic,3.1,189842,56040,2654,Low
37714,i8,2019,Africa,Blue,Electric,Automatic,3.0,28168,108377,3646,Low
26361,i3,2012,Europe,Red,Hybrid,Automatic,2.8,51818,43933,6279,Low
23392,i3,2011,North America,Silver,Diesel,Automatic,4.7,158736,61156,751,Low
40906,3 Series,2015,Asia,Black,Diesel,Manual,2.2,5917,36439,6128,Low
36273,X3,2013,North America,Red,Electric,Automatic,3.7,104081,34159,5975,Low
34975,M5,2022,Middle East,Red,Petrol,Automatic,4.6,138212,82065,3181,Low
48571,7 Series,2019,Middle East,Grey,Petrol,Manual,1.7,95159,61890,9722,High
22636,X1,2011,South America,Blue,Petrol,Manual,4.8,2416,72533,8700,High
38160,X5,2023,North America,Red,Diesel,Manual,3.7,155906,119046,4561,Low
32790,X1,2017,Europe,White,Electric,Automatic,1.8,12187,84732,289,Low
34515,3 Series,2011,Africa,Silver,Electric,Automatic,3.4,131966,105026,7423,High
341,X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,3108,Low
28851,i8,2010,Africa,Silver,Electric,Automatic,3.8,6236,73948,355,Low
15639,i3,2017,South America,Red,Petrol,Manual,4.4,157840,93590,5207,Low
7481,X1,2020,Asia,Red,Diesel,Manual,3.0,65288,94313,4718,Low
22172,3 Series,2023,Africa,Silver,Petrol,Automatic,1.6,36959,74241,8297,High
16235,i3,2018,Africa,Black,Electric,Automatic,2.6,8653,57577,2156,Low
34439,3 Series,2023,Europe,Grey,Hybrid,Automatic,3.1,165441,91100,9476,High
9303,M3,2017,North America,White,Diesel,Automatic,3.4,138135,95354,4885,Low
31763,M3,2010,Asia,Red,Petrol,Manual,2.7,43633,36685,311,Low
4408,i8,2011,Africa,Silver,Diesel,Manual,3.7,155947,83819,5039,Low
15127,X5,2023,Europe,Grey,Diesel,Automatic,3.2,114465,111932,8502,High
20465,i3,2010,North America,Silver,Hybrid,Manual,1.6,43977,54143,6091,Low
15178,M3,2015,Middle East,Blue,Hybrid,Automatic,2.5,67092,114537,1930,Low
16048,M5,2024,Europe,Grey,Petrol,Automatic,3.8,148807,93049,3554,Low
22269,i8,2010,South America,Black,Diesel,Manual,4.2,168138,48497,3556,Low
48938,i8,2017,Africa,Black,Diesel,Automatic,2.4,181586,111855,8021,High
19681,X1,2015,North America,Black,Electric,Automatic,3.8,140802,85042,6652,Low
18683,X5,2018,North America,Grey,Hybrid,Automatic,1.8,188170,48732,8557,High
35535,M5,2010,Asia,Red,Electric,Manual,3.9,32088,78850,9089,High
16107,5 Series,2018,North America,Black,Petrol,Automatic,4.2,80560,97727,1500,Low
13759,M3,2019,Middle East,White,Electric,Manual,3.0,49718,92089,6763,Low
24493,i3,2019,North America,Blue,Diesel,Automatic,1.8,110416,98223,8295,High
33814,X1,2017,Africa,White,Petrol,Automatic,3.1,181077,36939,1522,Low
38796,i8,2014,Africa,White,Diesel,Manual,1.6,168859,70627,888,Low
9828,i3,2016,North America,Blue,Diesel,Automatic,2.2,42070,34699,2454,Low
37810,7 Series,2016,Europe,White,Petrol,Manual,4.8,101735,112452,5502,Low
45297,X3,2011,Middle East,Black,Hybrid,Automatic,1.8,3264,41393,7587,High
36296,7 Series,2011,Europe,Grey,Petrol,Manual,3.5,95518,40372,4463,Low
19138,M5,2022,Europe,Red,Hybrid,Manual,1.7,82944,31002,515,Low
28889,X5,2012,Middle East,Blue,Petrol,Manual,4.7,150527,60492,1654,Low
11429,X6,2021,Middle East,Grey,Petrol,Manual,4.4,43272,31857,1308,Low
8473,X1,2011,South America,Black,Electric,Manual,3.3,132525,96660,4943,Low
31428,X3,2019,Asia,White,Diesel,Manual,3.2,106904,84987,1065,Low
25229,7 Series,2022,Africa,Blue,Hybrid,Manual,4.6,49652,103005,6356,Low
48133,X5,2017,Europe,Black,Electric,Manual,2.6,105806,49858,5238,Low
5343,i3,2021,South America,Red,Hybrid,Automatic,3.0,55766,74508,769,Low
6429,X5,2014,Middle East,Blue,Diesel,Manual,4.2,130510,91583,1372,Low
10098,X3,2021,Africa,Grey,Hybrid,Automatic,3.4,178324,36940,8865,High
32319,7 Series,2020,Middle East,Red,Hybrid,Automatic,3.2,198945,54903,6078,Low
19891,7 Series,2020,North America,Silver,Hybrid,Automatic,4.3,124228,70222,3359,Low
7468,M5,2024,Europe,Silver,Hybrid,Automatic,1.9,176547,32428,1272,Low
34029,3 Series,2018,Asia,Silver,Petrol,Automatic,3.8,59896,80235,5537,Low
38247,i8,2017,Europe,Silver,Petrol,Automatic,4.4,77601,113018,7500,High
9620,7 Series,2014,South America,Blue,Diesel,Manual,3.8,133089,88882,3628,Low
24560,3 Series,2022,Europe,Black,Diesel,Automatic,4.4,69544,83503,4517,Low
5297,i3,2016,Middle East,Grey,Electric,Automatic,4.4,139526,34382,9763,High
10439,X1,2019,Europe,Silver,Diesel,Manual,4.9,67684,98732,7572,High
18110,3 Series,2010,Europe,Grey,Petrol,Automatic,4.9,3083,65090,9383,High
9561,5 Series,2017,Africa,Red,Petrol,Manual,4.4,192914,109637,1565,Low
48360,X3,2021,Africa,Black,Diesel,Manual,4.9,15997,39927,9544,High
7456,5 Series,2021,Asia,Silver,Petrol,Automatic,4.7,103259,102658,1130,Low
8663,M5,2012,Europe,Red,Petrol,Automatic,4.2,136633,117827,2311,Low
43405,i8,2011,North America,Blue,Petrol,Manual,1.8,194709,76088,1292,Low
13506,X3,2010,North America,Silver,Petrol,Manual,2.0,69681,88717,7561,High
6890,M3,2013,Middle East,Black,Electric,Automatic,2.5,27909,58830,7752,High
46830,X6,2018,South America,Red,Petrol,Manual,4.1,149609,69618,8402,High
46703,5 Series,2011,Asia,Blue,Petrol,Manual,3.2,159173,107011,8721,High
39126,X1,2021,Asia,Red,Diesel,Manual,2.2,34051,64103,2379,Low
38472,X1,2012,Asia,Silver,Electric,Automatic,3.2,46867,58064,8451,High
6193,M5,2022,South America,Grey,Hybrid,Manual,2.2,156424,118635,9213,High
33180,M5,2019,Europe,Red,Diesel,Automatic,2.6,163240,63762,8864,High
4252,7 Series,2024,North America,Grey,Petrol,Automatic,3.8,70164,72891,1695,Low
15953,3 Series,2014,South America,White,Hybrid,Manual,1.9,110219,63833,6387,Low
30520,M3,2018,Africa,Black,Hybrid,Manual,4.0,113704,53707,2120,Low
22807,i8,2024,Africa,Grey,Electric,Manual,3.5,173648,70621,7585,High
21583,7 Series,2022,Europe,Red,Electric,Automatic,2.5,165063,91146,611,Low
2418,X3,2010,Asia,White,Diesel,Automatic,3.0,4220,39204,4948,Low
43473,i8,2017,Africa,Blue,Petrol,Automatic,5.0,69865,88794,7172,High
24109,5 Series,2020,Africa,Silver,Diesel,Automatic,4.9,137947,79470,3260,Low
36560,X3,2015,South America,White,Hybrid,Automatic,2.2,178286,72394,1860,Low
31405,X5,2017,North America,Red,Electric,Automatic,4.0,178119,39270,2318,Low
29905,X3,2021,Africa,Blue,Electric,Automatic,2.8,66384,30628,2077,Low
1954,3 Series,2019,Africa,Black,Hybrid,Automatic,4.1,27682,99866,626,Low
35071,M5,2022,Middle East,Black,Diesel,Manual,3.4,186329,96777,5260,Low
45790,X1,2019,North America,Black,Petrol,Automatic,4.1,26537,117423,4975,Low
10657,i3,2013,Europe,Silver,Hybrid,Manual,4.9,81814,76170,2300,Low
3025,M3,2020,North America,White,Petrol,Automatic,4.5,142861,43074,6464,Low
27391,i8,2019,South America,Blue,Petrol,Manual,4.9,43953,119947,1834,Low
13970,M5,2013,Middle East,Black,Hybrid,Automatic,3.4,177199,45134,7249,High
2116,X5,2012,Africa,Silver,Diesel,Manual,3.5,127634,52973,9918,High
44218,X1,2020,Middle East,Black,Hybrid,Automatic,4.5,165669,57327,3430,Low
18633,X5,2011,Middle East,White,Diesel,Manual,3.1,16895,69811,601,Low
7920,X5,2011,Africa,White,Petrol,Manual,3.8,93359,102955,6368,Low
31122,X3,2019,North America,Red,Diesel,Automatic,4.6,189260,94197,103,Low
7342,3 Series,2024,Middle East,Red,Petrol,Manual,2.5,51203,101507,1536,Low
22167,X1,2019,Europe,Silver,Hybrid,Automatic,3.4,51342,43129,8473,High
14131,i3,2010,Europe,Black,Diesel,Manual,4.4,170249,74273,5096,Low
2868,M5,2024,North America,Silver,Diesel,Automatic,4.4,193591,103575,8145,High
3653,M3,2024,South America,Red,Diesel,Manual,4.7,87328,43182,7818,High
21994,5 Series,2018,North America,White,Electric,Automatic,4.1,126504,105351,8434,High
22371,i3,2020,Europe,White,Hybrid,Manual,3.4,49137,94193,9233,High
26473,X3,2024,Asia,Silver,Diesel,Manual,2.5,75208,119093,6874,Low
9736,X3,2019,North America,Silver,Petrol,Automatic,3.9,82345,83509,4563,Low
49793,i8,2014,Middle East,Blue,Petrol,Manual,3.2,62300,109888,6323,Low
26600,i3,2013,Europe,Silver,Electric,Automatic,3.2,111968,91826,3249,Low
25541,3 Series,2018,Europe,Silver,Diesel,Automatic,3.1,83317,48560,5271,Low
38905,7 Series,2022,South America,Grey,Hybrid,Automatic,4.2,26931,98930,6495,Low
15085,X5,2010,North America,White,Petrol,Automatic,4.2,36199,39993,5185,Low
40412,7 Series,2022,Asia,Black,Diesel,Automatic,4.1,58617,96051,1467,Low
18278,X5,2021,Africa,Silver,Petrol,Manual,3.5,2968,33869,9863,High
18289,M3,2018,Africa,Silver,Petrol,Manual,2.4,162921,32920,2303,Low
2969,i3,2012,Asia,Blue,Electric,Manual,3.7,106495,73747,3246,Low
28556,5 Series,2016,Africa,Black,Electric,Manual,4.1,191870,78061,3605,Low
6835,7 Series,2022,South America,Blue,Hybrid,Manual,3.7,96055,59204,6121,Low
45467,X6,2013,Middle East,Black,Hybrid,Automatic,3.9,150313,118190,9617,High
13579,5 Series,2010,Asia,Silver,Electric,Manual,2.1,105351,111353,4936,Low
32128,7 Series,2017,Africa,Blue,Petrol,Automatic,4.2,37344,75007,7705,High
23443,3 Series,2012,North America,White,Diesel,Manual,3.5,119699,72101,3585,Low
144,X5,2012,North America,White,Petrol,Automatic,4.2,172752,85983,3403,Low
29706,X3,2013,Middle East,Black,Electric,Manual,2.5,197434,69011,2308,Low
9877,X3,2019,Africa,Red,Petrol,Automatic,4.6,195017,57538,5563,Low
17581,i8,2010,Europe,Black,Petrol,Manual,4.9,2742,111708,9408,High
33251,5 Series,2020,South America,Red,Hybrid,Manual,3.2,54443,108824,1472,Low
16344,7 Series,2019,Africa,Blue,Hybrid,Manual,3.4,10218,102134,6665,Low
24103,i8,2024,Europe,Grey,Hybrid,Manual,1.5,167174,79343,6833,Low
47234,M3,2013,South America,Blue,Diesel,Manual,3.1,15566,34054,2352,Low
4622,X1,2023,Asia,Red,Diesel,Manual,3.1,192788,54701,9248,High
40552,M5,2021,Africa,White,Diesel,Automatic,3.0,125766,37053,1538,Low
1253,M3,2016,Europe,Blue,Diesel,Automatic,2.9,76815,58994,4411,Low
13075,X6,2024,South America,White,Electric,Automatic,2.5,62904,110544,6403,Low
28364,X5,2022,Asia,Silver,Electric,Manual,3.0,188216,68666,1559,Low
7143,X3,2016,South America,Blue,Electric,Manual,2.4,1367,93119,8828,High
17838,X6,2020,Middle East,White,Hybrid,Automatic,3.0,62180,103479,8061,High
31492,i8,2010,Europe,White,Petrol,Manual,1.9,104864,94895,4832,Low
30168,X5,2017,Asia,White,Electric,Manual,3.8,21077,80949,4044,Low
41840,X5,2023,Asia,White,Hybrid,Automatic,4.4,107544,74946,5693,Low
40084,X5,2013,Africa,Red,Petrol,Manual,1.5,25078,98563,4880,Low
12800,M5,2011,Africa,Grey,Diesel,Manual,4.8,26722,58089,5679,Low
6194,X6,2024,Asia,Black,Petrol,Manual,3.8,29126,54492,9664,High
13685,i3,2010,Africa,Blue,Electric,Manual,3.7,157790,97877,4697,Low
23379,M3,2015,Asia,White,Diesel,Manual,5.0,117138,116572,8524,High
27063,5 Series,2024,Middle East,Silver,Petrol,Automatic,2.2,123535,90566,2819,Low
34162,M5,2016,Middle East,Grey,Hybrid,Manual,4.2,55754,111466,8954,High
45520,5 Series,2023,North America,Grey,Petrol,Manual,1.6,156877,31579,9768,High
16542,X6,2017,South America,White,Hybrid,Automatic,1.8,135798,111094,4614,Low
14563,7 Series,2020,South America,Blue,Diesel,Manual,3.9,72657,82697,7869,High
26765,7 Series,2010,Africa,Grey,Petrol,Automatic,3.1,112979,66302,411,Low
49615,M5,2018,Middle East,White,Petrol,Automatic,4.0,32243,65192,4059,Low
10853,M5,2010,South America,Silver,Electric,Automatic,2.0,96437,109719,5336,Low
29180,M5,2011,Asia,White,Hybrid,Automatic,2.2,54324,57870,7625,High
39362,X3,2021,Middle East,Red,Petrol,Automatic,4.2,112729,66874,910,Low
38959,3 Series,2014,Africa,Black,Diesel,Automatic,2.2,189939,61795,5799,Low
12371,M5,2010,Asia,White,Hybrid,Automatic,3.3,44806,54650,927,Low
44509,M3,2019,Africa,Silver,Diesel,Manual,4.0,134490,109556,1358,Low
28232,i3,2010,Africa,White,Electric,Automatic,2.5,116158,101704,6425,Low
12123,i8,2022,Middle East,Red,Hybrid,Manual,3.3,180060,67312,2775,Low
17311,7 Series,2012,South America,Blue,Diesel,Automatic,4.6,34491,75574,6268,Low
33817,X6,2019,Europe,Blue,Petrol,Automatic,1.9,123371,96799,5801,Low
3617,X3,2017,Middle East,Black,Petrol,Automatic,5.0,153408,72151,4348,Low
1121,7 Series,2010,South America,Red,Electric,Automatic,4.2,118156,109561,2009,Low
48745,3 Series,2023,South America,White,Petrol,Automatic,3.9,61524,83717,6294,Low
26185,X3,2011,Asia,Black,Hybrid,Manual,3.0,169838,100603,7793,High
31588,i3,2015,Europe,Black,Petrol,Automatic,4.3,160476,53212,1368,Low
43813,X6,2017,South America,Black,Petrol,Automatic,5.0,183593,51086,4092,Low
24803,X3,2012,Asia,Silver,Diesel,Automatic,2.0,5632,107554,6817,Low
28452,X3,2016,North America,Silver,Petrol,Automatic,2.3,20532,112042,4270,Low
35351,7 Series,2024,Asia,Red,Petrol,Manual,3.9,193617,55171,8516,High
32605,X5,2021,Middle East,Blue,Electric,Manual,3.5,113007,53762,4801,Low
31577,M3,2011,Africa,Grey,Electric,Manual,4.2,107717,111809,4408,Low
32897,7 Series,2018,South America,Silver,Hybrid,Automatic,2.9,106055,67671,9588,High
21748,i8,2012,Europe,Silver,Petrol,Manual,4.2,51312,98622,6437,Low
10210,X3,2015,North America,Black,Electric,Automatic,4.6,143225,98686,3464,Low
30478,M5,2012,Africa,Grey,Hybrid,Automatic,3.3,123609,37474,2896,Low
24526,i8,2019,North America,White,Diesel,Automatic,3.6,93400,102441,5427,Low
39453,i8,2010,Asia,White,Electric,Automatic,3.8,41260,96083,3207,Low
48002,5 Series,2021,Europe,Red,Electric,Automatic,3.4,48778,72891,1547,Low
21365,X1,2014,North America,White,Petrol,Automatic,2.0,183819,34998,5891,Low
22815,i3,2012,Africa,Silver,Electric,Automatic,4.3,43684,90260,7798,High
33753,X6,2021,Europe,Black,Diesel,Automatic,1.6,21327,71767,1350,Low
41619,3 Series,2024,Asia,Black,Hybrid,Manual,3.8,175239,88758,4240,Low
20330,7 Series,2014,Europe,Blue,Petrol,Manual,1.6,125252,76737,5854,Low
27651,M3,2014,Middle East,White,Electric,Manual,4.8,73995,33513,5334,Low
16033,X3,2022,North America,Silver,Hybrid,Manual,3.7,99765,56488,7540,High
45693,X5,2024,Middle East,Silver,Petrol,Automatic,2.3,43960,105785,8034,High
43867,5 Series,2024,Asia,Grey,Diesel,Manual,3.4,128890,86701,7115,High
7879,i8,2022,Asia,White,Diesel,Manual,3.5,116766,83768,5712,Low
2084,M5,2019,Europe,Black,Hybrid,Manual,2.4,106985,40532,6712,Low
36920,X1,2016,North America,Silver,Diesel,Manual,1.5,110662,41164,6809,Low
12687,7 Series,2017,Asia,Red,Hybrid,Manual,3.7,135127,40776,2675,Low
13321,X3,2014,Africa,Red,Hybrid,Automatic,3.4,82750,35642,4450,Low
17832,i8,2013,Middle East,Red,Petrol,Automatic,3.2,82863,35397,8629,High
32610,5 Series,2014,Africa,Blue,Diesel,Automatic,3.5,32656,58902,3586,Low
46168,X3,2017,North America,Grey,Hybrid,Automatic,1.9,85619,64037,2758,Low
45417,M5,2020,Middle East,Black,Electric,Automatic,2.5,69372,39085,3156,Low
4035,M5,2021,Europe,Grey,Petrol,Automatic,2.4,31578,32244,3892,Low
23656,M3,2018,Asia,Grey,Electric,Manual,3.0,127333,51518,9562,High
19012,7 Series,2014,North America,Black,Hybrid,Automatic,3.4,120107,63399,1752,Low
44033,X1,2023,South America,Red,Hybrid,Manual,2.4,57477,85047,8219,High
399,3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low
28160,M3,2014,Asia,White,Diesel,Automatic,1.6,80028,38117,720,Low
17436,X1,2020,South America,White,Petrol,Automatic,4.8,129916,59129,2036,Low
41095,M5,2022,North America,Red,Diesel,Automatic,2.8,69394,88137,7555,High
22494,X6,2011,Africa,White,Hybrid,Automatic,3.5,18319,72551,471,Low
30822,5 Series,2020,North America,Red,Electric,Automatic,1.6,143982,101186,4622,Low
20050,i8,2018,Asia,White,Hybrid,Manual,1.9,177249,106176,524,Low
40022,7 Series,2021,North America,Silver,Petrol,Manual,2.9,84790,97713,298,Low
12759,X6,2013,Middle East,Red,Electric,Manual,3.9,23414,62908,6492,Low
31166,M5,2023,Europe,Blue,Electric,Automatic,3.9,176505,108492,8165,High
6467,M5,2020,Middle East,Grey,Electric,Automatic,3.5,175225,88625,1824,Low
32237,7 Series,2010,Africa,Blue,Diesel,Manual,2.4,52409,35680,9017,High
1372,M3,2019,Africa,White,Petrol,Manual,3.4,5596,73337,7460,High
38358,i8,2020,Africa,Silver,Electric,Automatic,2.7,47619,85587,3976,Low
926,7 Series,2024,Africa,Silver,Diesel,Manual,2.2,177640,109434,1288,Low
35817,M3,2022,Africa,Black,Electric,Manual,3.7,8096,51254,5368,Low
10115,M3,2020,North America,White,Petrol,Manual,3.4,58212,113177,8073,High
8318,X1,2013,Asia,White,Diesel,Automatic,3.0,24355,57175,2682,Low
26072,X3,2023,Africa,Blue,Hybrid,Manual,2.5,52487,47428,9519,High
29729,7 Series,2021,Asia,Black,Electric,Automatic,4.5,40555,42523,3135,Low
9625,5 Series,2014,Middle East,White,Petrol,Automatic,2.6,177633,34106,1159,Low
3785,X3,2018,Europe,Red,Electric,Automatic,4.3,173426,85090,3267,Low
20885,X3,2024,South America,Grey,Hybrid,Manual,1.7,196089,53953,7752,High
6904,7 Series,2024,Europe,Silver,Electric,Manual,1.6,3216,71016,723,Low
6478,7 Series,2014,Middle East,Black,Petrol,Automatic,4.3,137638,104334,4198,Low
27148,M5,2013,Europe,White,Petrol,Manual,2.8,55680,112340,3425,Low
33657,i8,2016,North America,Red,Petrol,Automatic,2.6,73723,95510,8864,High
38899,5 Series,2010,South America,Grey,Petrol,Automatic,2.4,186163,80641,838,Low
26816,M5,2015,Africa,Silver,Hybrid,Manual,3.2,177818,74826,769,Low
35546,X3,2015,Africa,Blue,Diesel,Automatic,1.6,41749,46236,9058,High
41571,X6,2021,South America,Blue,Diesel,Automatic,3.2,198069,111765,3152,Low
24447,3 Series,2010,Middle East,White,Petrol,Automatic,4.9,50543,99612,3270,Low
30245,i3,2024,Africa,Blue,Diesel,Manual,4.5,176146,71684,4867,Low
22557,M5,2020,Middle East,Red,Electric,Manual,3.9,130657,109190,2562,Low
45578,7 Series,2010,Asia,Black,Diesel,Manual,3.6,25365,59102,8026,High
17735,X1,2022,Africa,Black,Diesel,Manual,1.9,42527,80800,9822,High
25980,X5,2020,North America,Grey,Diesel,Automatic,1.6,24782,32123,2426,Low
5864,i3,2012,North America,Blue,Diesel,Manual,1.5,99043,85169,2607,Low
6529,X3,2010,Europe,Silver,Diesel,Manual,3.9,97139,53519,9848,High
10536,X1,2024,Africa,Red,Electric,Manual,2.9,74963,87221,4013,Low
28212,M5,2012,South America,Red,Petrol,Automatic,5.0,121682,89270,8088,High
7360,3 Series,2013,South America,Black,Electric,Manual,3.5,176751,55999,9772,High
38902,X5,2019,Asia,White,Electric,Manual,2.7,12399,84621,3529,Low
12510,5 Series,2020,Middle East,Grey,Hybrid,Manual,4.9,52549,56549,2175,Low
10453,X1,2022,Middle East,White,Electric,Automatic,4.6,98042,32478,5084,Low
18377,X1,2019,Africa,Grey,Electric,Automatic,2.9,162135,99395,1699,Low
20737,i8,2010,Middle East,Red,Electric,Manual,4.3,70217,112409,2340,Low
43335,X1,2013,North America,Red,Diesel,Manual,1.7,16784,33827,5161,Low
8393,M3,2017,North America,Black,Electric,Manual,4.2,170741,117327,169,Low
21102,7 Series,2020,South America,Red,Petrol,Manual,1.8,123173,88696,1752,Low
1162,i3,2016,Europe,Black,Petrol,Manual,3.9,167437,74801,9549,High
2531,i8,2024,Asia,Red,Petrol,Automatic,3.2,112565,100806,4586,Low
7844,i8,2010,Europe,Blue,Petrol,Manual,1.8,92518,69603,1771,Low
26047,M5,2016,Middle East,Black,Diesel,Manual,3.6,157105,98484,5206,Low
39016,3 Series,2017,North America,Silver,Electric,Automatic,3.0,95111,103859,812,Low
41842,M5,2015,Asia,White,Petrol,Manual,3.4,93082,104355,6138,Low
12702,X5,2012,Africa,Blue,Diesel,Automatic,2.4,60120,43531,5061,Low
33512,M5,2012,Asia,Grey,Electric,Manual,2.1,189693,71530,3136,Low
19802,M3,2018,Asia,Blue,Hybrid,Automatic,4.0,197666,97706,5774,Low
5751,X6,2010,Middle East,Red,Hybrid,Manual,1.6,198921,41593,6246,Low
34355,3 Series,2020,Africa,White,Electric,Manual,2.4,115838,90969,739,Low
30769,X5,2013,Asia,White,Diesel,Automatic,3.7,138368,108066,4908,Low
36492,3 Series,2019,Middle East,Blue,Hybrid,Automatic,1.5,122074,69027,5656,Low
25057,i3,2021,Middle East,Red,Diesel,Manual,3.4,13290,59781,354,Low
15821,M5,2024,Europe,Silver,Petrol,Manual,1.9,136177,115149,386,Low
28283,X6,2021,Africa,Black,Electric,Automatic,2.1,51495,46246,824,Low
13650,i8,2013,Africa,Red,Hybrid,Automatic,5.0,82079,87787,3293,Low
40570,X1,2018,Asia,Silver,Petrol,Automatic,4.2,149298,118818,3743,Low
17172,i8,2014,South America,Silver,Hybrid,Automatic,3.1,49450,58439,8759,High
12283,5 Series,2014,Europe,Silver,Diesel,Automatic,4.8,166294,44059,6607,Low
35460,M3,2016,Asia,White,Hybrid,Automatic,4.2,42154,46963,9417,High
34059,X6,2012,Africa,Blue,Hybrid,Manual,2.4,132317,103364,4520,Low
35235,M3,2013,Europe,White,Petrol,Manual,1.9,65026,93331,4320,Low
26633,7 Series,2011,Middle East,Grey,Hybrid,Manual,2.6,75599,48799,8322,High
24470,X6,2017,Middle East,Blue,Diesel,Automatic,3.9,137554,98427,5826,Low
18415,X1,2011,Middle East,Blue,Hybrid,Automatic,3.1,49790,83476,1333,Low
18954,5 Series,2014,South America,Blue,Petrol,Automatic,1.9,84409,70525,1538,Low
37193,7 Series,2010,Europe,Black,Diesel,Automatic,3.1,61359,39010,2241,Low
20718,M3,2024,North America,Blue,Hybrid,Automatic,4.8,7400,97626,2753,Low
37400,i8,2016,Middle East,Silver,Electric,Automatic,1.6,146360,73813,9305,High
3263,i3,2016,Africa,Blue,Hybrid,Manual,4.3,155406,99548,6833,Low
46179,i3,2019,Europe,Blue,Electric,Manual,2.6,162249,82357,9540,High
31125,M3,2015,North America,Grey,Petrol,Automatic,3.0,70850,108541,6005,Low
42232,X3,2024,Europe,Grey,Petrol,Automatic,2.8,58273,84309,1686,Low
43713,i3,2019,Asia,Grey,Petrol,Automatic,2.6,143865,108231,6574,Low
7024,5 Series,2019,North America,White,Hybrid,Automatic,3.2,83214,118238,5042,Low
17498,X6,2011,South America,Black,Electric,Manual,1.9,5730,101043,9633,High
29712,3 Series,2017,Africa,Red,Electric,Manual,4.2,69087,92193,4945,Low
32787,M3,2018,Europe,Red,Diesel,Automatic,1.7,127520,84058,3077,Low
15107,7 Series,2018,North America,White,Diesel,Automatic,4.5,54517,58437,7433,High
2476,X6,2024,Middle East,Red,Electric,Manual,1.8,174788,51488,6640,Low
48077,M3,2020,Middle East,Grey,Diesel,Manual,2.9,190860,59553,7223,High
11348,7 Series,2011,Middle East,Grey,Petrol,Automatic,1.7,143116,110723,3922,Low
29034,5 Series,2022,South America,White,Hybrid,Automatic,4.5,133919,48865,2005,Low
1911,5 Series,2019,Middle East,Silver,Petrol,Automatic,2.0,34441,43250,7229,High
27727,5 Series,2016,South America,Blue,Electric,Automatic,2.2,56998,35862,7497,High
36499,5 Series,2011,Middle East,Black,Diesel,Manual,3.3,32422,86152,8155,High
42093,i8,2010,South America,White,Diesel,Automatic,1.6,109346,41473,2891,Low
49530,i3,2017,South America,Grey,Petrol,Automatic,4.0,1539,35851,8447,High
